mturkcode,q1,q9,q10_1_text,q10_2_text,q10_3_text,q10_4_text,q10_5_text,q10_6_text,q8,q11_1_text,q11_2_text,q11_3_text,q11_4_text,q11_5_text,q11_6_text,video_type,attention_correct
7162314229,20,Female,5,5,10,3,4,5,Use of animals in agriculture,8,6,4,5,5,7,P,true
2953716246,24,Female,3,10,5,1,5,8,Use of irrigation in agriculture,10,1,10,5,5,2,I,true
4489754820,25,Female,9,9,7,9,5,2,Use of animals in agriculture,5,10,0,3,3,9,F,true
7743833805,22,Female,4,2,0,1,3,3,Use of animals in agriculture,2,9,8,3,2,2,P,true
6395634114,25,Male,2,7,10,0,4,5,Use of irrigation in agriculture,8,0,0,1,3,7,I,true
7049602470,24,Female,8,7,6,8,3,10,Use of animals in agriculture,7,8,1,5,2,4,F,true
9202999672,22,Male,1,1,0,6,6,0,Use of irrigation in agriculture,7,6,2,5,6,5,I,true
5833080918,24,Female,5,9,4,4,0,0,Use of animals in agriculture,6,3,4,8,0,0,P,true
4213144695,16,Male,10,6,0,0,0,0,Use of irrigation in agriculture,9,5,8,8,0,0,I,true
9297411832,15,Male,4,2,6,9,5,5,Use of animals in agriculture,2,0,1,5,6,6,F,true
3692844770,21,Female,1,5,7,4,5,1,Use of animals in agriculture,0,0,1,4,5,0,P,true
6935695786,24,Female,1,9,7,7,5,0,Use of animals in agriculture,3,2,5,2,5,5,F,true
3527479092,15,Female,6,1,2,8,4,0,Use of animals in agriculture,10,5,2,9,4,0,P,true
5005158032,19,Female,9,8,4,6,4,4,Use of irrigation in agriculture,8,3,4,8,3,3,I,true
3392843017,18,Male,5,3,1,9,3,9,Use of animals in agriculture,4,2,9,0,2,8,F,true
9584456612,20,Female,8,4,10,1,5,2,Use of animals in agriculture,0,2,1,1,6,10,P,true
524470680,25,Male,8,2,2,9,4,2,Use of irrigation in agriculture,6,5,4,0,5,9,I,true
87301745,18,Female,10,8,3,4,4,0,Use of animals in agriculture,7,10,1,4,4,8,F,true
6522711371,18,Male,7,8,10,6,5,6,Use of animals in agriculture,10,10,9,2,4,0,P,true
1585319610,16,Female,7,7,3,8,5,5,Use of animals in agriculture,3,1,8,7,3,5,F,true
4681721725,17,Male,2,10,5,9,0,0,Use of animals in agriculture,10,8,7,10,0,0,P,true
6705883177,20,Female,0,0,1,6,3,9,Use of irrigation in agriculture,9,6,6,4,3,0,I,true
6788934362,20,Female,10,3,9,6,5,9,Use of irrigation in agriculture,4,5,1,5,4,10,I,true
7234719600,20,Male,9,3,8,2,4,10,Use of animals in agriculture,2,1,8,2,5,5,F,true
5689565474,18,Female,10,4,7,2,0,0,Use of animals in agriculture,4,1,4,8,0,0,P,true
3217783281,23,Male,4,5,8,3,5,8,Use of irrigation in agriculture,0,2,8,9,4,10,I,true
6506051821,16,Female,1,9,9,9,6,10,Use of animals in agriculture,3,10,4,8,5,0,F,true
9466394949,18,Female,4,3,8,1,5,10,Use of animals in agriculture,8,4,9,8,4,3,P,true
4808654473,20,Male,0,3,4,9,4,9,Use of irrigation in agriculture,6,3,10,7,3,4,I,true
5048627322,19,Female,10,2,0,1,0,0,Use of irrigation in agriculture,0,9,5,2,0,0,I,true
1841677539,22,Male,3,8,9,5,5,6,Use of animals in agriculture,1,7,0,4,4,3,F,true
2971230680,15,Male,5,7,10,8,3,4,Use of animals in agriculture,10,6,7,9,3,7,F,true
2318300777,22,Male,0,1,9,2,5,9,Use of irrigation in agriculture,6,6,0,6,6,5,I,true
2852429514,19,Female,0,3,9,8,4,5,Use of animals in agriculture,9,10,1,7,3,10,P,true
9831364280,18,Male,1,4,4,5,4,10,Use of animals in agriculture,8,6,0,3,5,0,P,true
4616612261,17,Female,0,9,6,9,6,8,Use of animals in agriculture,3,8,8,2,6,7,P,true
783907216,23,Male,9,4,2,10,6,0,Use of animals in agriculture,3,9,6,1,6,3,P,true
9715850520,25,Male,10,6,5,2,5,7,Use of irrigation in agriculture,4,2,3,5,4,7,I,true
2161096790,25,Female,5,5,2,4,4,7,Use of animals in agriculture,9,4,3,2,4,9,F,true
3170095770,21,Female,6,7,0,4,5,2,Use of animals in agriculture,1,0,2,0,3,10,F,true
5294204642,22,Female,5,9,3,2,6,6,Use of irrigation in agriculture,3,2,8,3,7,3,I,true
6473457678,18,Female,5,1,10,10,4,9,Use of irrigation in agriculture,0,1,4,0,3,9,I,true
5127028012,24,Male,0,5,10,7,5,3,Use of animals in agriculture,10,4,8,9,4,5,P,true
2197329499,17,Male,8,3,4,3,4,3,Use of animals in agriculture,1,2,1,4,5,9,P,true
4890599176,18,Female,1,10,7,6,6,6,Use of animals in agriculture,7,2,2,1,7,3,F,true
1949617192,20,Male,3,5,4,6,0,0,Use of irrigation in agriculture,9,10,5,6,0,0,I,true
9905156423,18,Female,1,7,10,0,5,6,Use of animals in agriculture,1,0,4,1,3,3,F,true
1830707774,15,Female,6,1,8,1,4,9,Use of irrigation in agriculture,7,10,8,1,4,7,I,true
7027928275,23,Female,6,8,8,10,4,1,Use of animals in agriculture,10,2,0,8,2,9,F,true
6806476665,23,Female,2,8,0,4,5,1,Use of animals in agriculture,0,6,7,0,6,0,P,true
7416801280,24,Male,2,7,6,4,6,6,Use of irrigation in agriculture,9,3,2,10,7,4,I,true
4443397629,24,Female,8,9,7,1,5,1,Use of animals in agriculture,3,5,5,7,4,2,P,true
7213729578,17,Female,9,6,6,8,6,2,Use of animals in agriculture,9,8,10,6,7,10,F,true
4627138054,21,Female,1,10,8,5,5,3,Use of animals in agriculture,0,7,2,3,6,7,P,true
3356392774,15,Male,1,4,4,1,5,7,Use of animals in agriculture,7,8,0,6,6,5,F,true
7726482916,20,Male,5,1,3,4,4,0,Use of irrigation in agriculture,8,3,5,1,4,1,I,true
2047400195,22,Male,3,10,7,5,5,0,Use of irrigation in agriculture,9,8,0,10,4,6,I,true
2970941374,17,Male,0,8,10,6,4,5,Use of animals in agriculture,3,1,10,10,5,9,F,true
3024129271,18,Male,0,1,2,9,4,8,Use of animals in agriculture,8,8,0,5,3,1,P,true
8835086738,17,Female,6,2,0,8,3,2,Use of irrigation in agriculture,9,4,3,5,2,7,I,true
2854589982,18,Female,5,0,3,5,4,3,Use of animals in agriculture,6,0,7,0,3,8,F,true
727458051,17,Male,0,6,5,10,3,9,Use of animals in agriculture,5,6,0,0,3,8,F,true
7436146955,22,Female,3,0,10,5,4,6,Use of animals in agriculture,10,10,7,3,5,8,P,true
9495993731,23,Male,0,2,10,10,4,2,Use of irrigation in agriculture,3,4,5,8,4,2,I,true
4540703319,20,Female,9,2,4,10,3,5,Use of animals in agriculture,6,5,8,1,3,8,P,true
4128677765,22,Male,1,6,6,0,0,0,Use of animals in agriculture,5,5,0,2,0,0,P,true
6499861050,25,Male,5,9,9,6,4,2,Use of animals in agriculture,4,1,8,6,3,7,P,true
7051863451,24,Female,10,6,5,5,5,0,Use of animals in agriculture,7,7,9,6,5,4,F,true
3888644687,16,Female,6,8,9,2,5,9,Use of irrigation in agriculture,2,8,1,9,6,7,I,true
6995394681,25,Female,10,9,9,9,4,6,Use of animals in agriculture,4,0,10,8,3,6,F,true
6616810895,24,Male,7,9,2,1,5,3,Use of irrigation in agriculture,0,10,9,4,5,5,I,true
2876969086,17,Male,4,10,3,4,4,2,Use of animals in agriculture,3,0,5,2,5,3,F,true
5320296785,19,Female,0,10,5,7,4,10,Use of animals in agriculture,7,8,6,4,4,3,P,true
2717590541,18,Male,0,4,4,2,6,3,Use of animals in agriculture,0,7,8,8,7,2,P,true
7274107383,21,Male,3,3,10,7,5,1,Use of irrigation in agriculture,6,4,8,6,6,6,I,true
237651332,21,Male,9,9,5,2,5,3,Use of irrigation in agriculture,10,3,6,7,5,5,I,true
4371932474,23,Female,5,2,2,5,4,2,Use of animals in agriculture,5,8,1,7,5,3,F,true
9332646992,22,Female,7,8,0,1,0,0,Use of irrigation in agriculture,0,3,6,2,0,0,I,true
3530219257,25,Male,10,6,3,5,6,7,Use of animals in agriculture,8,2,7,2,5,7,F,true
1175705119,17,Female,10,8,0,6,4,10,Use of animals in agriculture,9,9,6,6,5,4,P,true
9466233290,24,Female,10,5,8,4,6,8,Use of irrigation in agriculture,8,1,3,6,5,10,I,true
4307443071,21,Male,9,3,6,1,5,8,Use of animals in agriculture,10,5,3,9,6,8,F,true
6327015208,16,Female,5,7,7,5,0,0,Use of animals in agriculture,2,10,5,2,0,0,P,true
8104569492,24,Male,5,1,4,7,5,0,Use of animals in agriculture,5,1,8,5,5,10,F,true
1538669480,24,Female,3,1,0,2,4,5,Use of irrigation in agriculture,0,1,2,1,5,7,I,true
8333185450,17,Male,6,0,1,8,4,2,Use of animals in agriculture,4,10,9,1,3,1,F,true
5192945334,24,Male,10,6,10,5,0,0,Use of animals in agriculture,2,7,7,4,0,0,P,true
4387760409,18,Female,5,1,5,5,5,0,Use of irrigation in agriculture,4,1,8,3,6,2,I,true
2562808976,22,Female,1,10,10,9,4,5,Use of animals in agriculture,2,0,5,1,5,8,P,true
1622410737,24,Male,9,5,5,3,4,6,Use of irrigation in agriculture,4,0,7,6,5,4,I,true
8926600506,15,Male,8,8,2,1,4,10,Use of animals in agriculture,8,1,4,3,4,4,F,true
489841490,22,Male,6,1,8,7,4,4,Use of irrigation in agriculture,9,8,5,7,3,10,I,true
5558219491,20,Female,4,1,0,7,4,9,Use of animals in agriculture,1,2,6,5,3,7,P,true
4805844835,18,Male,9,4,1,3,5,2,Use of animals in agriculture,1,4,2,10,5,1,F,true
1407173224,18,Male,3,2,6,6,4,2,Use of animals in agriculture,5,2,3,1,5,0,P,true
1703838002,18,Male,6,4,9,8,5,2,Use of animals in agriculture,8,8,8,10,4,2,F,true
8168657869,15,Female,8,0,4,5,5,10,Use of animals in agriculture,9,6,6,0,4,6,P,true
8242808720,23,Female,2,9,10,6,4,4,Use of irrigation in agriculture,3,1,5,9,3,6,I,true
3460017289,22,Female,0,7,3,1,5,3,Use of animals in agriculture,6,0,6,9,5,10,P,true
6889333361,21,Male,0,10,1,8,5,0,Use of irrigation in agriculture,0,0,3,7,5,6,I,true
9713426427,23,Male,5,10,1,3,3,0,Use of animals in agriculture,5,8,8,2,4,10,F,true
6605482115,22,Male,4,6,7,1,6,0,Use of animals in agriculture,3,7,2,10,5,5,F,true
3378190770,16,Male,9,9,10,1,0,0,Use of irrigation in agriculture,1,9,5,10,0,0,I,true
6214431077,17,Male,4,4,1,1,5,0,Use of animals in agriculture,4,4,6,9,6,4,P,true
9327469593,18,Male,7,2,2,9,5,0,Use of animals in agriculture,0,5,1,3,5,3,F,true
9133843150,21,Male,7,8,9,5,4,8,Use of irrigation in agriculture,4,7,6,0,4,1,I,true
9960214179,16,Female,0,7,9,10,4,8,Use of animals in agriculture,0,5,7,3,3,1,P,true
6035590362,22,Male,10,2,5,5,5,5,Use of animals in agriculture,10,0,1,6,5,6,F,true
9500626251,19,Male,2,8,5,1,4,2,Use of animals in agriculture,10,0,9,5,3,9,P,true
5364802540,22,Male,10,0,4,9,5,6,Use of animals in agriculture,6,10,6,9,6,4,F,true
5602975799,16,Male,0,3,3,0,4,0,Use of irrigation in agriculture,2,2,7,1,3,1,I,true
7287444300,16,Female,8,6,4,8,4,0,Use of animals in agriculture,8,7,9,4,3,10,P,true
4607183942,25,Male,5,10,0,1,4,0,Use of irrigation in agriculture,2,9,1,1,3,9,I,true
5180549770,21,Female,5,8,7,6,5,7,Use of irrigation in agriculture,3,9,8,8,4,9,I,true
3859403831,25,Female,8,4,10,8,5,1,Use of irrigation in agriculture,4,5,7,9,4,8,I,true
5600089351,22,Male,7,3,1,4,4,4,Use of animals in agriculture,3,2,1,0,4,3,P,true
6014389144,23,Male,3,9,5,2,5,9,Use of animals in agriculture,4,6,9,1,4,8,P,true
2260075886,17,Male,7,0,10,8,4,7,Use of animals in agriculture,6,0,10,1,5,2,F,true
8215277954,24,Female,2,7,9,7,5,1,Use of animals in agriculture,5,8,9,8,5,0,F,true
6962615228,15,Male,9,8,2,9,6,8,Use of animals in agriculture,4,7,1,3,7,7,P,true
3328619385,15,Male,0,6,10,3,0,0,Use of animals in agriculture,5,0,9,7,0,0,F,true
415882058,24,Male,6,4,8,0,5,0,Use of irrigation in agriculture,3,0,10,0,5,8,I,true
