mturkcode,q1,q9,q15,q14_1,q14_2,q14_3,q14_4,q17_1_text,q17_2_text,q17_3_text,q17_4_text,q17_5_text,q17_6_text,q16_1_rank,q16_2_rank,q16_3_rank,q16_4_rank,q16_5_rank,q11_1_text,q11_2_text,q11_3_text,q11_4_text,q11_5_text,q11_6_text,video_type,attention_correct
7275173254,69,Male,A rural area,,,Bird,,7,5,2,2,3,2,1,4,5,3,2,6,5,7,2,6,0,P,true
5537914098,51,Male,A small town or suburban area,Dog,,,,5,6,4,1,2,0,2,4,5,3,1,6,6,5,3,2,2,I,true
1424471316,36,Male,A city,Dog,Cat,,,5,2,1,1,4,1,1,2,3,5,4,4,2,1,2,5,2,I,true
751194995,28,Male,A small town or suburban area,Dog,,,,8,6,2,2,5,3,1,2,4,5,3,8,10,2,2,4,3,F,true
1039616190,58,Female,A small town or suburban area,Dog,,,,5,1,7,5,2,2,1,3,4,5,2,6,1,7,4,1,1,F,true
4587585404,29,Female,A rural area,Dog,Cat,Bird,Fish,7,2,1,1,3,0,5,3,4,1,2,7,7,0,0,0,0,P,true
4540707138,40,Female,A small town or suburban area,,,,,100,100,20,2,0,0,5,4,3,2,1,100,100,10,2,0,0,F,true
8049831022,28,Male,A city,Dog,,,,3,2,4,3,7,1,2,1,5,4,3,4,2,4,3,7,0,I,true
2736182557,22,Male,A rural area,Dog,,,,7,5,7,5,3,1,1,2,3,5,4,5,7,7,7,3,3,F,true
651694987,29,Female,A small town or suburban area,Dog,Cat,,,6,4,7,2,6,1,2,1,3,5,4,5,4,7,3,5,1,P,true
2978565674,23,Male,A small town or suburban area,,Cat,,,2,2,2,2,2,2,1,3,5,2,4,2,2,2,2,2,2,I,true
44942423,25,Male,A city,Dog,Cat,,Fish,7,5,7,0,3,1,1,3,5,2,4,5,7,7,0,5,0,P,true
6408371538,27,Male,A city,Dog,,,,2,1,1,0,4,0,1,2,5,3,4,2,2,2,0,4,0,P,true
7692968361,63,Male,A city,,Cat,,,0,5,5,2,4,2,2,1,3,4,5,2,5,8,2,3,3,F,true
826931907,20,Male,A city,Dog,Cat,Bird,Fish,5,5,5,5,2,1,1,2,3,5,4,5,5,5,5,2,2,P,true
4636193672,46,Male,A small town or suburban area,,,,,15,7,11,3,2,6,1,4,3,5,2,16,6,13,4,4,3,P,true
7823813091,22,Male,A small town or suburban area,,Cat,,,6,20,10,3,0,3,2,1,5,4,3,7,15,9,3,1,2,I,true
5850423183,40,Female,A small town or suburban area,,,,Fish,4,0,5,0,1,0,2,1,3,4,5,4,0,5,1,3,0,I,true
9828475629,52,Female,A small town or suburban area,,Cat,,,10,0,3,2,0,0,2,1,4,5,3,10,1,5,4,3,1,P,true
8097434402,29,Male,A city,Dog,Cat,,,7,7,5,4,4,1,4,1,3,5,2,3,3,5,3,4,4,F,true
873160930,30,Male,A small town or suburban area,Dog,,,,6,3,2,5,4,0,4,2,1,5,3,4,2,6,5,1,3,I,true
3456072984,58,Female,A city,Dog,Cat,,,5,0,3,0,5,0,5,1,2,4,3,5,2,3,3,5,0,P,true
9057940971,34,Female,A small town or suburban area,,Cat,,,7,6,7,2,5,2,1,4,5,3,2,7,7,7,2,3,2,P,true
8042200687,42,Female,A small town or suburban area,Dog,Cat,,,7,1,4,6,3,2,1,2,3,5,4,7,0,5,7,5,7,P,true
6963257174,48,Female,A city,,,,Fish,15,7,8,0,0,0,5,3,4,2,1,14,7,5,1,0,0,P,true
1704151807,60,Female,A rural area,Dog,,,,21,21,21,7,3,0,4,1,3,5,2,21,21,21,7,0,0,F,true
9440465336,40,Male,A small town or suburban area,,,,,21,3,3,3,2,3,3,1,2,5,4,7,10,5,3,3,5,F,true
9028020328,53,Female,A city,,,,,7,2,5,2,4,1,1,2,5,3,4,7,5,3,2,3,1,F,true
6621956024,29,Male,A small town or suburban area,Dog,,,,2,7,1,3,8,0,2,1,5,4,3,2,10,4,1,8,0,F,true
8731784201,36,Female,A small town or suburban area,Dog,,,,14,7,14,5,0,0,5,1,3,4,2,14,7,14,7,0,0,I,true
4114973768,55,Male,A small town or suburban area,,,,Fish,5,2,2,0,3,1,3,1,5,4,2,5,4,2,0,4,1,F,true
930678020,27,Male,A rural area,,Cat,,,7,0,0,0,5,0,2,1,5,3,4,7,0,0,0,4,2,F,true
6207150039,22,Female,A small town or suburban area,Dog,,,Fish,10,6,5,3,3,1,3,1,4,5,2,11,7,7,2,2,0,I,true
102832703,27,Male,A city,Dog,Cat,,,7,7,7,7,5,1,1,2,5,3,4,7,7,7,7,5,0,F,true
5322187030,48,Male,A city,Dog,,,,10,10,5,5,1,1,1,2,3,5,4,10,8,5,5,2,1,I,true
6618070709,30,Male,A rural area,,,,Fish,5,4,4,2,2,1,2,1,3,5,4,5,4,4,2,2,2,P,true
1047007082,32,Female,A rural area,Dog,Cat,,Fish,0,0,4,2,3,1,1,2,3,5,4,0,0,4,2,3,1,P,true
9673850000,34,Female,A small town or suburban area,,,,Fish,5,7,7,4,3,2,2,1,4,5,3,7,7,7,4,3,3,P,true
3784845089,32,Female,A city,,,,,6,3,1,0,6,2,4,1,2,5,3,3,4,2,1,4,2,P,true
2758583673,43,Female,A small town or suburban area,Dog,Cat,,,7,7,4,1,1,0,5,2,4,3,1,7,7,4,2,1,0,I,true
6562112965,34,Female,A small town or suburban area,,Cat,,,7,7,5,2,1,0,5,1,4,3,2,7,7,2,2,1,0,I,true
8010547673,21,Male,A small town or suburban area,,Cat,,,7,3,7,5,7,2,1,2,3,5,4,7,2,7,4,7,3,I,true
528079979,39,Female,A small town or suburban area,Dog,,,,20,20,7,1,2,0,1,4,5,3,2,14,7,7,1,2,0,I,true
6058162548,37,Female,A small town or suburban area,Dog,Cat,,,0,7,7,4,2,0,5,3,4,1,2,0,7,7,7,1,0,F,true
932543789,37,Male,A small town or suburban area,,Cat,,,7,7,7,3,1,0,4,1,5,3,2,7,7,3,3,1,0,P,true
7478028116,27,Female,A city,Dog,,,,5,8,2,5,1,1,1,5,4,3,2,2,5,1,5,1,2,I,true
4748867610,26,Male,A small town or suburban area,Dog,,,,4,4,4,7,0,1,1,3,5,4,2,4,4,4,5,1,2,I,true
4464112273,44,Male,A small town or suburban area,Dog,,,,3,0,12,3,3,1,1,2,3,4,5,3,0,10,3,2,1,F,true
8790639848,28,Male,A city,,,,,4,3,3,1,3,0,1,2,4,5,3,4,3,3,1,4,0,F,true
3542210790,46,Male,A rural area,Dog,Cat,,Fish,7,7,6,6,4,2,1,3,5,4,2,7,7,7,4,7,5,I,true
6188122420,31,Male,A city,Dog,Cat,,,15,6,15,2,7,0,1,5,4,3,2,15,8,10,3,4,0,I,true
1998952035,28,Male,A rural area,Dog,,,,3,7,7,0,1,2,5,3,4,1,2,5,7,7,0,0,2,P,true
9342924319,32,Male,A city,,Cat,,,6,6,6,6,0,0,3,2,5,4,1,6,6,3,3,1,0,I,true
6448774556,50,Female,A rural area,Dog,,,,6,8,6,2,4,3,1,2,3,5,4,7,7,6,3,3,2,F,true
34570582,55,Male,A small town or suburban area,Dog,Cat,,,10,7,10,3,5,5,1,2,3,4,5,10,7,10,3,4,2,P,true
2122548720,30,Female,A rural area,Dog,Cat,,Fish,10,15,5,1,0,0,5,4,3,2,1,15,20,5,1,0,0,F,true
4016195824,28,Female,A city,,Cat,,,7,5,3,6,2,0,2,1,5,4,3,7,7,4,4,3,0,P,true
7411172594,28,Male,A city,Dog,,,,3,1,2,2,2,3,1,3,4,5,2,1,2,5,4,3,1,P,true
8627184084,48,Male,A rural area,,Cat,,,7,3,7,2,3,4,1,5,3,2,4,6,4,6,2,3,3,F,true
589251359,53,Female,A small town or suburban area,Dog,Cat,,,6,4,7,2,0,0,5,4,3,1,2,5,5,7,0,0,0,I,true
2078249119,28,Male,A small town or suburban area,Dog,Cat,,,10,7,7,5,4,3,2,1,5,4,3,10,7,7,3,4,3,I,true
2787371762,22,Male,A small town or suburban area,Dog,,,,1,3,2,2,2,0,5,1,2,4,3,3,3,3,3,2,0,P,true
3104726830,68,Male,A small town or suburban area,Dog,,,,7,7,0,0,0,0,5,1,3,4,2,7,7,0,0,0,0,F,true
2621941026,36,Male,A city,,Cat,,,5,4,4,6,2,3,1,4,2,5,3,5,5,4,6,3,3,F,true
829376806,30,Male,A rural area,,,Bird,,5,2,3,2,4,3,1,3,5,2,4,3,3,4,2,5,2,F,false
7408003699,26,Male,A small town or suburban area,,Cat,,,7,0,4,2,0,0,3,1,4,5,2,7,1,3,4,0,0,F,true
6763578229,28,Female,A small town or suburban area,Dog,,,,20,18,7,0,1,1,5,2,3,4,1,20,15,5,0,1,0,I,true
951941469,62,Male,A rural area,Dog,,,,7,7,7,7,3,4,4,1,2,5,3,7,7,7,7,2,5,P,true
5721531575,63,Female,A rural area,Dog,Cat,Bird,,4,1,4,3,0,0,5,4,2,3,1,7,4,4,3,0,0,P,true
4573989510,52,Male,A small town or suburban area,Dog,,,,7,7,7,4,2,1,5,3,1,2,4,7,7,7,3,1,1,I,true
488429246,28,Male,A rural area,Dog,,,,7,1,7,0,3,2,2,1,5,3,4,7,2,7,0,3,2,P,true
5478092040,68,Male,A rural area,Dog,,,,1,0,7,7,3,0,1,2,5,4,3,1,0,7,7,4,0,P,true
6445647375,53,Female,A small town or suburban area,Dog,,,,5,6,0,6,1,2,4,2,1,5,3,8,8,0,6,3,2,P,true
8984552109,53,Female,A small town or suburban area,,,,,4,4,2,2,5,2,1,2,4,5,3,3,4,3,2,5,1,I,true
6219545057,23,Male,A city,Dog,Cat,,,10,5,10,4,5,2,1,2,5,4,3,10,4,10,4,8,2,P,true
6793447975,41,Female,A small town or suburban area,,,,,2,4,4,2,0,1,1,2,5,4,3,3,4,3,3,1,1,P,true
314010716,23,Female,A city,Dog,,,,15,10,10,2,2,0,4,2,5,3,1,15,15,10,2,2,2,P,true
5335256373,31,Female,A city,,Cat,,,3,5,5,5,3,0,5,2,1,3,4,5,5,10,8,1,0,F,true
3206795840,55,Female,A small town or suburban area,,Cat,,,7,7,7,3,0,0,4,3,5,1,2,7,7,7,4,0,0,F,true
8285057162,30,Female,A city,,,,,7,6,6,3,4,0,1,2,4,5,3,7,7,5,6,5,0,I,true
2531487676,22,Male,A city,Dog,Cat,,,15,3,2,2,2,0,4,3,5,2,1,15,9,2,0,3,0,F,true
3354080133,42,Female,A small town or suburban area,Dog,,,,6,3,16,0,3,4,2,1,5,3,4,7,5,14,0,3,4,F,true
4678253601,25,Female,A city,Dog,,,,10,5,7,1,2,0,3,5,4,2,1,10,10,7,1,2,0,P,true
2229671101,35,Male,A city,Dog,,,,3,3,7,7,1,0,2,3,1,4,5,4,3,7,7,0,0,I,true
8810683866,41,Female,A city,Dog,Cat,,,10,2,2,7,1,0,3,2,1,5,4,10,12,2,7,1,0,I,true
5641653840,32,Male,A small town or suburban area,,,,,12,5,10,3,1,2,3,4,2,5,1,15,7,7,5,3,2,P,true
6868125242,32,Male,A small town or suburban area,,Cat,,,3,1,4,0,2,1,1,2,3,4,5,3,1,3,1,2,1,P,true
634526112,54,Female,A small town or suburban area,,Cat,,,4,4,5,3,1,1,4,1,2,5,3,6,4,6,4,1,2,F,true
1611088961,34,Male,A city,,Cat,,,7,7,0,2,0,0,5,4,3,2,1,7,7,0,2,0,0,I,true
1409037527,64,Female,A city,,Cat,,,6,3,2,0,4,1,2,1,4,5,3,6,3,3,3,3,1,P,true
3371245083,60,Female,A farm,,Cat,Bird,,25,10,14,3,5,1,4,3,5,2,1,25,10,14,3,5,2,I,true
8577240770,39,Male,A small town or suburban area,Dog,Cat,,,14,14,14,4,5,2,1,2,3,5,4,14,14,4,4,2,2,I,true
968671622,28,Male,A city,,,,,3,3,5,3,4,1,1,2,4,3,5,3,3,3,2,3,1,I,true
189139996,65,Female,A farm,Dog,Cat,Bird,,7,7,7,4,2,0,3,2,4,5,1,14,7,7,4,2,0,F,true
3068579980,26,Male,A rural area,Dog,Cat,,,10,0,7,3,1,0,4,1,3,5,2,10,0,7,3,0,0,F,true
309994504,34,Female,A small town or suburban area,Dog,,,,4,3,7,5,5,0,1,4,5,2,3,5,3,7,5,5,2,F,true
2377051594,37,Female,A rural area,Dog,Cat,,,8,10,12,1,4,1,2,1,4,3,5,10,10,15,2,5,2,P,true
1700396407,39,Female,A small town or suburban area,,,,,6,4,5,3,1,3,2,1,5,3,4,8,7,5,3,1,3,P,true
1385861826,32,Female,A small town or suburban area,,,,,12,7,7,2,0,0,5,4,3,1,2,12,10,7,1,0,0,I,true
7196781449,47,Female,A small town or suburban area,,,,Fish,3,3,7,4,5,0,4,1,2,3,5,4,3,7,3,3,1,P,true
5577302821,40,Male,A small town or suburban area,Dog,,,,17,10,14,14,2,0,1,2,4,5,3,17,10,14,14,2,0,I,true
3356618210,34,Male,A city,,Cat,,,7,14,4,3,4,0,3,1,4,5,2,5,14,5,3,4,1,I,true
6966470698,73,Male,A small town or suburban area,,Cat,,,12,8,3,0,0,0,3,4,5,1,2,10,7,4,0,0,0,F,true
814647627,56,Male,A small town or suburban area,Dog,,,,7,7,7,2,4,0,4,1,5,2,3,7,7,7,2,4,0,F,true
5141223482,21,Female,A small town or suburban area,Dog,,,,7,7,7,7,4,0,1,5,3,4,2,7,7,7,7,3,0,F,true
2356359558,29,Male,A rural area,,,,,5,4,3,7,4,0,3,1,2,5,4,5,4,3,7,4,3,P,true
7996114334,62,Male,A small town or suburban area,,Cat,,,7,6,7,2,5,1,4,5,3,1,2,7,7,7,3,2,2,I,true
9584827050,54,Female,A small town or suburban area,Dog,Cat,,,2,1,5,1,2,1,2,1,3,5,4,2,3,5,1,2,1,I,true
1101022381,59,Male,A small town or suburban area,,Cat,,,7,7,5,2,1,0,5,4,3,2,1,7,7,5,3,0,0,F,true
5086105298,27,Female,A rural area,,Cat,,,7,7,14,2,0,1,5,3,4,1,2,7,7,14,2,1,1,P,true
9416762804,64,Male,A rural area,Dog,,,,10,4,8,6,4,0,5,4,3,2,1,12,5,7,7,2,0,F,true
3919758964,26,Male,A rural area,Dog,Cat,,,1,0,2,2,7,2,1,2,3,4,5,1,1,2,2,6,2,I,true
5596304121,45,Female,A rural area,Dog,Cat,,,7,3,7,1,5,2,1,2,5,3,4,7,3,7,2,5,1,F,true
2287562591,27,Female,A small town or suburban area,Dog,,,,7,7,7,0,5,3,1,3,5,2,4,7,7,7,0,3,3,F,false
2387114181,33,Male,A small town or suburban area,Dog,Cat,,,10,3,6,5,3,1,1,2,5,3,4,7,7,5,5,3,2,P,true
3527413434,36,Male,A city,Dog,,,,10,7,11,4,2,1,1,2,3,5,4,10,9,11,4,2,1,I,true
8608066323,51,Male,A small town or suburban area,Dog,,,,14,28,1,7,5,3,1,3,4,5,2,35,35,0,5,14,7,P,true
1743517848,34,Male,A city,Dog,,,,5,5,7,3,5,1,1,2,5,3,4,5,5,7,2,5,1,P,true
4249445800,59,Male,A small town or suburban area,,,,,9,2,14,7,7,3,1,2,3,5,4,5,1,14,7,3,2,F,true
5063164411,27,Female,A small town or suburban area,Dog,,,,10,3,14,10,0,4,5,1,2,3,4,12,5,12,10,0,4,F,true
2866995604,48,Male,A small town or suburban area,Dog,,,,20,15,10,1,0,0,5,4,3,2,1,20,20,5,1,0,0,P,true
1879792576,24,Male,A small town or suburban area,,Cat,,,2,4,1,0,4,1,2,1,3,4,5,2,4,1,1,4,2,I,true
389280333,47,Female,A rural area,Dog,Cat,,,12,5,14,4,2,0,2,1,4,5,3,14,7,15,5,2,0,P,true
4662046167,30,Male,A small town or suburban area,Dog,,,,5,5,5,5,5,5,2,5,1,3,4,5,5,5,5,5,5,P,true
9799015847,34,Male,A rural area,Dog,Cat,,,2,1,10,3,5,2,1,2,4,5,3,1,2,10,3,10,5,F,true
7743887249,39,Male,A city,Dog,,,,12,5,14,2,6,3,1,3,2,5,4,7,6,7,2,6,3,F,true
1943092485,32,Male,A small town or suburban area,,Cat,,,2,1,4,0,6,0,1,3,2,5,4,1,1,4,2,6,0,I,true
7492965003,25,Female,A small town or suburban area,Dog,Cat,,,7,7,0,0,0,0,5,4,3,2,1,7,7,0,0,0,0,I,true
4473002455,28,Female,A rural area,Dog,Cat,,,4,6,4,2,4,2,3,1,5,4,2,5,5,4,2,4,2,P,true
8790374794,38,Male,A rural area,Dog,,,,5,3,4,5,2,2,1,2,3,5,4,4,5,3,4,3,3,P,true
9740516818,36,Male,A city,Dog,Cat,Bird,,7,5,7,1,3,1,4,2,5,1,3,7,7,7,2,4,1,F,true
1234897123,56,Female,A small town or suburban area,,,,Fish,14,12,2,5,1,0,5,2,4,3,1,15,13,2,5,1,1,I,true
9526759404,45,Male,A small town or suburban area,,,,Fish,4,2,1,1,2,1,2,1,5,4,3,3,2,2,1,2,1,F,true
3595391944,63,Male,A city,Dog,,,,14,1,5,0,0,0,4,5,3,2,1,16,4,7,0,0,0,P,true
6484256833,52,Male,A city,Dog,,,,5,0,0,7,4,0,2,1,3,4,5,5,2,0,7,4,0,I,true
3933054180,36,Male,A city,,,,,3,1,2,2,2,1,1,2,5,4,3,2,2,2,2,2,2,I,true
7909281910,34,Male,A city,,Cat,,,5,1,0,1,1,0,4,5,3,2,1,5,2,0,3,0,0,F,true
5091368355,29,Female,A rural area,,Cat,,,7,10,10,5,5,0,1,4,5,3,2,14,7,7,5,5,1,P,true
763152581,66,Male,A small town or suburban area,Dog,,,,7,7,5,1,1,1,5,4,3,2,1,7,7,5,2,1,0,P,true
3862248589,30,Male,A small town or suburban area,,Cat,,,2,0,3,0,4,4,2,1,3,4,5,0,0,2,0,3,2,F,true
1216566734,34,Female,A small town or suburban area,,,,,15,13,3,9,2,2,2,3,4,5,1,15,14,3,8,1,3,F,true
7073453171,36,Male,A small town or suburban area,Dog,,,,6,5,7,2,3,1,2,1,4,5,3,7,5,5,2,2,1,I,true
5307344039,29,Male,A rural area,,Cat,,,8,4,5,5,2,1,4,5,2,3,1,10,4,4,5,2,1,I,true
7124042012,39,Male,A small town or suburban area,Dog,,,,4,4,7,2,5,0,1,3,2,5,4,5,4,7,2,5,0,F,true
8031360860,33,Male,A city,Dog,,,,6,7,3,3,2,0,3,1,5,4,2,7,7,5,4,2,0,P,false
1714269402,35,Female,A city,Dog,,,,6,5,7,5,2,3,1,2,3,4,5,5,2,7,5,3,3,F,true
3576905326,27,Male,A city,Dog,,,,7,7,7,2,0,0,1,2,4,5,3,7,7,7,2,0,0,I,true
6291308491,24,Male,A city,Dog,,,,7,4,1,4,1,0,2,1,5,4,3,7,6,0,4,0,0,I,true
8121157577,25,Male,A city,Dog,,Bird,,3,5,7,3,8,5,2,1,3,4,5,5,8,8,5,12,10,I,true
661658425,49,Male,A small town or suburban area,,,,Fish,10,3,7,7,10,2,1,2,3,5,4,10,7,5,7,10,1,P,true
9921483239,50,Female,A small town or suburban area,,Cat,,,7,7,7,2,5,1,1,5,4,3,2,7,7,5,2,5,0,P,true
2405041693,24,Female,A city,,,,,5,8,6,2,0,0,5,4,3,1,2,6,8,0,2,0,0,I,true
4372664876,48,Male,A rural area,,Cat,,,10,5,4,4,2,2,4,1,5,3,2,10,5,3,4,2,2,F,true
1841004556,39,Female,A city,,,,,12,4,4,3,1,1,2,1,3,5,4,15,5,4,5,0,0,I,true
3310913634,45,Male,A city,,,,,6,7,2,2,1,1,5,3,4,1,2,6,7,1,0,2,0,I,true
7870149230,33,Male,A small town or suburban area,Dog,,,,7,7,7,2,2,0,3,1,5,4,2,7,7,7,2,2,0,F,true
4341618688,32,Male,A city,,,Bird,,5,5,3,2,4,0,3,1,5,4,2,5,4,4,3,4,0,I,true
9203752325,28,Female,A city,Dog,,,,6,3,15,1,4,0,5,3,4,1,2,8,7,10,5,3,0,F,true
2237427830,36,Male,A rural area,,,,,2,2,4,0,5,2,1,2,4,3,5,2,2,4,1,5,2,P,true
5371591490,64,Female,A small town or suburban area,Dog,Cat,,Fish,14,5,7,7,0,0,4,5,3,2,1,14,5,7,7,0,0,P,true
4666680996,56,Male,A small town or suburban area,Dog,,,,7,7,7,7,5,2,2,3,4,5,1,7,7,7,7,5,2,F,true
941021605,33,Female,A city,Dog,Cat,Bird,Fish,6,6,7,4,3,1,1,4,2,5,3,5,5,7,4,3,1,P,true
2540409322,20,Female,A small town or suburban area,,,,,4,0,0,0,0,0,2,1,5,3,4,4,2,0,0,0,1,P,true
893613100,30,Female,A city,Dog,,,,7,4,5,5,3,2,1,3,5,4,2,7,7,7,5,4,0,I,true
1332521429,42,Male,A rural area,Dog,Cat,,,3,4,5,6,5,0,1,2,5,3,4,3,5,3,5,6,0,F,true
2865870473,46,Female,A small town or suburban area,,,,,2,0,0,2,1,3,4,2,3,5,1,3,3,1,3,1,1,F,true
7764379614,31,Male,A city,,,,,6,5,1,0,2,2,1,2,5,4,3,6,5,4,1,4,3,P,true
6175386551,70,Female,A small town or suburban area,Dog,Cat,,,7,1,4,2,3,0,2,1,4,5,3,7,2,4,2,3,0,F,true
7428870159,61,Male,A small town or suburban area,Dog,,,,12,3,10,0,2,0,2,1,5,4,3,14,5,12,0,1,0,I,true
5078335716,31,Female,A city,Dog,Cat,,,14,8,2,3,0,1,5,2,3,4,1,15,4,3,5,1,2,F,true
4125877232,49,Female,A small town or suburban area,,,,Fish,15,7,14,2,1,1,5,3,4,2,1,15,7,14,2,1,1,P,true
789847075,42,Male,A city,,Cat,Bird,Fish,5,4,5,3,3,2,1,2,5,3,4,5,4,5,3,5,2,P,true
231768079,50,Female,A city,Dog,,,,21,14,7,1,3,4,4,1,3,5,2,21,14,7,1,7,7,P,true
4494277662,52,Female,A rural area,Dog,,,Fish,7,5,7,4,1,1,5,2,3,4,1,7,7,7,7,2,1,I,true
71610687,25,Male,A city,,Cat,,,6,2,6,4,2,0,3,1,2,4,5,2,2,6,6,4,1,I,true
2803041357,30,Male,A city,Dog,,,Fish,14,14,14,4,7,2,1,2,5,4,3,14,14,14,4,5,1,P,true
2180215176,25,Male,A rural area,Dog,,,,2,2,7,0,5,0,3,2,5,4,1,2,2,3,2,5,1,F,true
7198199746,32,Female,A small town or suburban area,Dog,Cat,,,11,10,12,2,0,0,3,1,5,2,4,9,10,9,3,0,0,F,true
2921620043,48,Male,A small town or suburban area,,Cat,,,8,14,10,3,2,0,1,3,4,5,2,10,12,10,1,2,0,P,true
9426627545,28,Female,A small town or suburban area,,,,,5,10,3,9,1,1,3,4,1,5,2,3,5,5,5,1,2,P,true
5284156030,36,Male,A small town or suburban area,,,,,5,10,1,14,0,0,5,3,1,4,2,5,5,2,5,0,0,F,true
8448017239,29,Male,A small town or suburban area,,,,Fish,3,3,5,2,2,1,5,3,1,4,2,4,3,5,3,1,2,F,true
