mturkcode,q1,q9,q15,q14_1,q14_2,q14_3,q14_4,q17_1_text,q17_2_text,q17_3_text,q17_4_text,q17_5_text,q17_6_text,q16_1_rank,q16_2_rank,q16_3_rank,q16_4_rank,q16_5_rank,q11_1_text,q11_2_text,q11_3_text,q11_4_text,q11_5_text,q11_6_text,video_type,attention_correct
4439506074,18,Male,A small town or suburban area,,,,,2,3,1,10,5,10,1,3,4,5,2,4,6,7,7,4,1,I,true
2663041409,15,Male,A City,,Cat,,,8,7,6,6,5,2,4,2,1,5,3,3,10,0,8,4,10,I,true
4709664010,24,Male,A small town or suburban area,,,,,6,7,8,3,3,5,5,4,1,3,2,3,3,8,5,4,7,F,true
9036476816,22,Male,A farm,,,,,1,9,1,6,5,1,2,4,3,1,5,8,4,6,7,6,8,P,true
3446251372,18,Male,A City,,,,,9,9,0,3,5,1,5,4,1,3,2,6,3,7,2,6,10,I,true
9490923425,24,Male,A small town or suburban area,,Cat,,,0,10,10,0,5,3,5,1,4,2,3,0,4,5,7,4,2,P,true
1656699646,18,Male,A small town or suburban area,,Cat,,,3,2,9,0,0,0,5,4,1,3,2,9,0,7,8,0,0,F,true
8606259166,16,Male,A small town or suburban area,Dog,,,,5,6,9,1,0,0,5,4,1,2,3,4,7,1,8,0,0,F,true
427931561,17,Female,A small town or suburban area,,,,,9,7,8,6,0,0,5,4,3,2,1,6,6,3,9,0,0,I,true
5344701036,23,Female,A rural area,,,,,0,6,4,5,5,8,5,4,1,3,2,6,3,7,3,5,4,P,true
6111749121,25,Female,A City,,,,Fish,3,5,5,7,5,4,1,3,4,5,2,5,6,6,7,4,7,P,true
7269186233,18,Male,A City,,,Bird,,4,4,10,0,3,10,4,2,3,1,5,9,0,1,7,4,4,I,true
8720548260,15,Male,A City,,,,,1,7,1,6,5,9,3,5,2,1,4,9,1,8,3,4,0,F,true
1307730418,18,Female,A City,,,,,10,2,5,7,4,2,1,5,4,2,3,10,0,6,1,3,5,P,true
6729049161,25,Male,A City,,,Bird,,0,0,5,9,4,10,1,5,3,4,2,0,4,6,9,5,3,F,true
7860318520,24,Male,A City,,,,,0,10,3,0,5,4,4,5,3,2,1,6,9,8,5,4,2,I,true
2242014938,18,Female,A City,,,,,0,8,9,5,5,10,1,3,4,5,2,2,10,6,6,4,5,F,true
1504465700,25,Male,A farm,Dog,,,,9,7,3,10,4,6,1,5,4,3,2,10,3,1,3,3,10,P,true
1650256100,15,Male,A rural area,,,,,5,7,7,5,0,0,4,5,1,3,2,1,9,1,3,0,0,I,true
7366784126,21,Female,A City,,,,Fish,10,2,5,2,4,7,4,5,3,1,2,4,10,7,10,4,6,I,true
9071913477,22,Male,A farm,,,,,1,1,2,4,5,9,1,4,3,5,2,0,9,9,9,6,1,F,true
39947400,16,Female,A rural area,,,,,1,3,7,7,3,5,2,3,4,1,5,8,3,0,0,3,2,P,true
9434939855,25,Female,A City,,,,,10,6,1,5,4,2,4,1,2,5,3,6,10,8,8,2,2,F,true
7411521752,16,Female,A City,Dog,Cat,Bird,,9,1,7,7,6,5,3,1,5,4,2,4,4,4,2,6,0,I,true
1714516039,17,Female,A City,,,,,9,4,7,10,0,0,5,4,1,2,3,8,8,10,7,0,0,P,true
1923722769,25,Female,A City,,,,,5,2,3,3,5,4,5,4,2,3,1,9,10,5,10,4,7,I,true
5320957042,24,Male,A City,,,,,6,7,2,8,5,4,5,4,3,1,2,0,4,1,0,6,7,I,true
2930188928,18,Male,A farm,,,,,4,4,2,0,5,2,3,5,2,4,1,10,6,3,8,6,2,F,true
7815916058,20,Male,A rural area,,,,,0,0,7,8,6,9,4,3,2,1,5,10,5,10,5,7,8,P,true
3372263908,15,Female,A City,,,,,1,1,10,3,0,0,5,4,3,1,2,7,1,7,10,0,0,P,true
8440527208,25,Male,A City,,Cat,,,6,5,7,8,3,7,2,1,3,4,5,5,4,2,0,3,3,F,true
1220887172,22,Male,A City,Dog,,,,8,6,5,7,5,10,3,5,4,1,2,1,8,10,9,5,9,P,true
737214386,24,Female,A City,Dog,,,,0,4,5,8,6,0,3,4,2,1,5,9,6,0,6,7,6,P,true
7867509326,17,Female,A farm,,Cat,,,2,10,1,8,4,4,3,4,1,5,2,5,9,9,2,2,0,F,true
7964675677,22,Female,A rural area,,,,,4,6,6,10,3,5,5,4,1,3,2,6,4,1,10,4,1,I,true
2178426841,24,Female,A farm,,,,,9,8,0,6,0,0,5,4,2,1,3,3,2,8,1,0,0,F,true
4712464748,18,Male,A rural area,,,,,1,9,7,5,3,7,2,5,1,3,4,5,1,9,6,4,1,I,true
5087778763,18,Male,A City,,,Bird,,9,2,7,5,5,5,3,5,4,2,1,8,1,4,0,4,1,F,true
6200579027,25,Male,A small town or suburban area,,,,,9,4,9,0,5,3,2,5,1,3,4,5,1,6,4,5,4,F,true
9420019984,24,Male,A small town or suburban area,,,,Fish,7,3,8,6,3,6,1,5,3,2,4,7,10,2,2,2,9,P,true
9753040685,25,Female,A rural area,,Cat,,Fish,2,7,8,10,4,1,5,4,1,3,2,1,6,10,0,3,6,I,true
333822383,25,Male,A small town or suburban area,,,,,6,3,0,5,4,2,2,5,4,3,1,9,5,3,10,3,9,P,true
6972714774,18,Male,A rural area,,,,,3,6,1,0,0,0,4,5,3,1,2,6,9,5,1,0,0,I,true
6648054383,19,Male,A City,Dog,,,,6,9,4,1,6,1,4,2,3,1,5,8,10,7,7,7,3,P,true
9633430736,16,Female,A rural area,Dog,,Bird,,8,7,1,7,4,7,1,5,2,4,3,5,1,3,6,4,2,P,true
8843340282,22,Male,A City,,,,,1,2,5,6,0,0,4,5,2,3,1,3,6,10,6,0,0,F,true
6856114622,16,Female,A City,,,,,2,2,5,9,6,6,3,4,5,1,2,5,6,7,3,6,2,F,true
5744761959,21,Female,A City,,,,,8,6,2,8,0,0,4,5,1,2,3,0,7,9,3,0,0,I,true
6106676268,21,Male,A rural area,,,,,1,0,3,3,3,8,1,5,2,3,4,1,2,4,0,3,1,I,true
7797746444,21,Female,A rural area,,Cat,,,7,10,1,8,4,4,1,5,4,2,3,0,7,7,1,4,0,I,true
9099168777,18,Female,A City,Dog,,,,2,10,3,4,0,0,4,5,3,2,1,6,6,7,7,0,0,I,true
4250281574,23,Female,A City,,,Bird,,1,0,9,10,0,0,4,5,1,3,2,6,7,5,9,0,0,P,true
5222613015,22,Male,A City,,,,,3,4,8,6,3,4,2,5,3,4,1,5,2,2,10,4,1,F,true
9392432654,22,Male,A City,Dog,Cat,,,6,5,8,0,5,5,3,5,2,1,4,10,2,4,3,5,1,F,true
8332755472,20,Female,A small town or suburban area,,,,,0,2,4,10,0,0,5,4,1,3,2,1,6,2,1,0,0,P,true
945332255,19,Female,A City,,,,,10,1,10,5,5,4,3,1,5,4,2,9,7,0,2,4,1,P,false
345757384,17,Female,A small town or suburban area,Dog,Cat,,,1,0,1,2,5,9,2,4,1,3,5,6,5,8,9,6,1,I,true
7801180812,21,Male,A small town or suburban area,,Cat,,,10,2,10,4,5,1,1,4,2,3,5,5,2,8,2,4,1,F,true
4097639028,17,Male,A City,,,,,4,4,1,6,4,9,2,4,1,5,3,4,4,0,4,4,8,F,true
3112008138,25,Female,A small town or suburban area,,,,,1,1,7,7,4,4,5,1,4,2,3,9,10,0,7,3,1,I,true
9730513337,20,Male,A City,,,,,3,4,0,9,5,10,2,1,3,4,5,0,5,1,6,5,7,P,true
9082481050,23,Male,A City,Dog,,,,4,8,10,3,4,0,4,5,3,2,1,3,8,4,3,4,6,P,true
9488073820,25,Male,A City,,,,,7,7,4,6,5,2,5,4,1,3,2,3,10,0,1,5,10,F,true
6274619223,15,Female,A small town or suburban area,,,,,7,10,10,1,3,0,4,2,5,1,3,1,3,3,7,4,0,P,true
2412879988,19,Female,A rural area,,,,,0,9,0,3,5,0,5,4,3,1,2,0,6,8,9,3,6,F,true
7361522712,21,Male,A City,,,,,4,10,6,10,6,1,1,4,2,3,5,6,6,8,3,6,9,I,true
185397458,21,Male,A rural area,,,,,0,0,7,6,5,4,2,3,4,1,5,10,9,1,7,5,9,I,true
1470924681,15,Male,A small town or suburban area,,,,,10,8,9,0,5,6,4,1,3,2,5,1,1,3,8,5,6,F,true
5046282359,22,Male,A City,,,,,7,7,4,5,3,4,3,5,2,1,4,5,4,8,8,2,5,P,true
5620209700,23,Male,A rural area,,,,,1,10,7,3,0,0,4,5,2,1,3,10,2,2,0,0,0,I,true
2484184992,16,Female,A City,,,,,4,10,7,4,4,4,5,3,2,1,4,3,8,2,3,4,5,I,true
6861048699,21,Female,A City,,,,,0,7,2,9,5,5,2,1,3,5,4,0,7,2,4,3,1,F,true
6170889795,18,Male,A farm,,,,,4,5,8,3,0,0,4,5,3,1,2,5,0,4,1,0,0,P,true
5033903690,18,Female,A City,Dog,,,,8,8,0,2,5,3,5,3,2,4,1,0,7,8,6,4,8,F,true
7723940075,17,Female,A rural area,,Cat,,,4,7,10,5,3,4,5,3,2,4,1,4,4,0,2,2,1,I,true
9539031321,25,Male,A City,,Cat,,,0,10,7,8,5,9,2,4,5,1,3,0,5,5,2,5,8,I,true
6439033355,15,Male,A City,,,,,8,3,4,10,5,6,2,4,1,3,5,7,9,0,4,6,8,P,true
6394740939,17,Female,A City,,,,,8,0,7,8,3,2,4,2,3,1,5,4,5,2,2,4,8,F,true
7161056147,19,Male,A farm,,,,,5,10,6,8,3,4,1,4,5,2,3,10,9,6,3,3,6,P,true
3496476658,24,Male,A City,,Cat,,,2,3,0,3,0,0,5,4,2,1,3,7,7,9,2,0,0,F,true
7112042466,15,Female,A small town or suburban area,Dog,,,,3,10,8,6,4,1,5,3,2,1,4,1,7,9,6,3,1,F,true
8829487850,23,Male,A farm,,,,Fish,3,7,4,5,4,6,4,1,5,2,3,9,1,0,0,5,10,I,true
7496242634,21,Male,A City,,,,,4,8,7,5,3,9,5,1,3,2,4,3,7,1,10,4,5,I,true
1234396132,21,Male,A City,,,,,3,3,4,10,5,7,1,5,3,4,2,7,2,6,3,4,4,P,true
7352046072,23,Female,A rural area,,,,,8,1,1,8,4,5,2,1,5,3,4,9,0,5,7,3,8,P,true
6771532590,15,Male,A small town or suburban area,,,,,6,1,7,0,5,10,4,5,1,2,3,3,8,2,9,4,7,I,true
6256800256,25,Male,A rural area,,,,,10,4,5,10,5,8,4,1,2,3,5,5,1,5,4,4,3,I,true
6139702880,20,Female,A City,,Cat,Bird,,3,10,5,0,5,4,2,4,1,5,3,2,4,2,8,5,7,P,true
2387309172,21,Female,A rural area,Dog,Cat,,,3,3,5,0,4,2,3,1,2,5,4,1,1,0,10,5,0,F,true
2259158003,23,Female,A City,,,,,1,2,6,3,3,8,1,4,2,5,3,2,5,10,4,4,9,P,true
5394977498,18,Female,A City,,,,,1,0,8,2,3,10,1,4,2,5,3,9,2,8,3,4,6,F,true
4486720352,19,Female,A City,,,,,4,3,8,1,6,10,1,5,2,3,4,2,1,1,10,7,9,P,true
8005502694,22,Male,A farm,,,,,0,8,5,9,5,1,1,5,2,4,3,7,0,6,9,6,3,F,true
5685320300,19,Male,A City,,,,,10,8,1,5,6,0,5,2,3,1,4,7,10,0,10,5,6,F,true
6012467951,16,Female,A City,Dog,,,,4,10,6,3,5,8,5,1,2,3,4,7,3,7,6,4,7,I,true
5063929939,21,Female,A City,,,,,3,4,9,9,4,10,2,4,5,1,3,7,2,8,5,4,10,I,true
7583327642,23,Female,A City,Dog,,,,6,0,9,7,4,9,5,4,1,3,2,8,7,6,10,4,10,P,true
3904145658,23,Male,A small town or suburban area,,,,,0,10,4,1,4,2,5,1,3,4,2,5,6,9,8,3,9,P,true
5964119145,15,Male,A City,,Cat,,Fish,6,1,1,4,0,0,4,5,1,3,2,9,9,6,1,0,0,I,true
6599972825,18,Male,A City,,,,,0,4,1,0,5,8,5,3,1,4,2,7,10,0,0,4,9,F,true
4544647913,18,Male,A rural area,,Cat,,,7,2,8,0,4,1,4,3,2,1,5,3,4,9,6,5,3,I,true
4434334873,17,Female,A rural area,,,,,5,10,3,2,5,4,2,5,4,1,3,5,6,1,5,4,0,P,true
4354631784,18,Male,A rural area,Dog,,,,4,10,6,1,4,1,5,3,4,1,2,6,3,9,9,4,3,F,true
834799688,16,Male,A City,,,,,6,2,0,5,4,0,5,3,4,2,1,3,3,7,0,3,8,P,true
4750214619,24,Female,A small town or suburban area,,,,,10,8,8,9,0,0,4,5,1,3,2,0,9,10,4,0,0,F,true
1265219370,18,Male,A farm,,,Bird,,4,8,6,3,5,9,5,3,4,2,1,1,8,6,3,5,1,F,true
2451307233,24,Male,A small town or suburban area,,,,,0,5,7,9,4,5,5,4,1,2,3,0,1,4,2,4,10,I,true
1356704602,21,Female,A City,,,,Fish,10,1,0,3,4,3,5,4,3,1,2,2,1,4,5,3,2,P,true
9237434864,16,Female,A City,,,,,9,7,9,9,3,7,3,4,5,1,2,10,1,3,2,4,1,I,true
4769952083,21,Female,A City,,,,,6,2,0,6,5,1,1,4,2,3,5,9,10,1,8,4,10,I,true
8724635494,19,Female,A City,,Cat,,,10,5,7,4,5,10,4,5,3,2,1,1,0,3,5,5,0,F,true
403741043,20,Male,A City,,Cat,Bird,Fish,6,2,7,8,5,6,3,5,4,2,1,5,6,4,6,6,4,F,true
7619334459,20,Male,A farm,Dog,,,,5,1,5,5,5,9,1,5,2,3,4,8,0,4,0,5,8,I,true
3775755488,17,Male,A City,,,,,0,5,8,10,4,9,4,2,1,5,3,3,1,3,0,4,10,P,true
2850393825,15,Male,A City,,,,,5,4,10,2,0,0,4,5,2,3,1,0,5,10,1,0,0,P,true
2333555663,22,Male,A farm,,,,,10,0,2,1,3,2,5,3,2,4,1,10,6,8,10,3,2,F,true
8922907770,21,Female,A City,,Cat,Bird,,8,2,6,0,4,2,5,3,1,4,2,3,5,6,10,3,9,P,true
2775894245,15,Male,A City,,,,,1,1,9,8,5,0,2,5,1,3,4,0,0,0,9,5,9,I,true
906515768,21,Female,A small town or suburban area,,,,,6,2,6,8,0,0,5,4,2,1,3,8,10,7,5,0,0,I,true
2948328228,19,Male,A City,,,,Fish,6,6,3,4,4,9,2,1,4,3,5,4,2,10,9,3,1,P,true
5818797009,15,Female,A City,,Cat,,,7,8,3,7,0,0,4,5,1,3,2,10,0,2,3,0,0,F,true
420591803,22,Female,A City,,,,,9,9,5,7,6,1,3,2,1,5,4,5,5,1,5,5,3,F,true
79801878,24,Male,A small town or suburban area,,,,Fish,6,9,8,9,4,0,2,1,5,4,3,10,1,9,9,4,9,I,true
8878744305,21,Male,A City,,Cat,,,9,9,5,5,5,1,5,4,2,1,3,10,0,2,6,4,1,F,true
2813094034,18,Female,A rural area,,,,,8,8,5,0,5,4,1,3,5,2,4,3,10,2,5,6,0,P,true
9517179587,15,Female,A small town or suburban area,,Cat,,,5,7,1,2,6,1,3,1,4,5,2,5,6,6,2,6,4,P,true
8942676219,24,Female,A small town or suburban area,Dog,,,Fish,4,9,4,2,5,2,1,3,4,5,2,8,4,6,9,6,10,I,true
8173733088,22,Male,A City,,,,,4,0,2,8,5,9,1,4,3,5,2,4,8,8,2,6,5,P,true
5590422386,21,Male,A farm,,,,,2,5,6,8,0,0,5,4,3,2,1,3,8,9,8,0,0,F,true
9082788457,24,Male,A rural area,,,,,5,5,4,3,0,0,4,5,3,2,1,8,2,4,4,0,0,I,false
7952916086,25,Female,A City,,,,,9,3,4,4,5,7,5,4,1,2,3,10,6,5,7,6,10,P,true
2180272657,18,Female,A rural area,,,,,1,10,1,10,4,3,5,1,4,2,3,0,9,9,4,4,7,I,true
3666762118,16,Female,A small town or suburban area,,,,,4,5,4,7,5,9,5,4,2,3,1,0,6,8,1,3,7,F,true
569684887,15,Male,A small town or suburban area,,,,,3,3,3,7,4,4,2,1,4,3,5,6,9,10,8,5,3,P,true
8171259397,17,Male,A small town or suburban area,,,Bird,,0,0,9,4,6,1,5,4,3,2,1,0,7,2,1,7,1,F,true
5367681905,17,Male,A small town or suburban area,,Cat,,,0,4,9,9,4,3,4,2,3,1,5,5,9,1,1,5,8,P,true
3758155126,20,Female,A farm,,,,,2,9,2,1,0,0,4,5,2,1,3,2,8,8,1,0,0,I,true
2561099450,25,Male,A farm,,,,,10,3,7,6,5,2,2,5,1,4,3,4,4,5,4,4,3,I,true
7357090958,19,Male,A City,,Cat,,Fish,7,1,10,6,3,7,1,5,4,3,2,0,9,8,0,3,3,F,true
3235383597,25,Male,A rural area,,,,,6,4,4,7,4,8,1,4,5,3,2,0,1,3,0,3,9,F,true
9911034088,22,Male,A small town or suburban area,,,,,2,6,5,2,0,0,4,5,3,2,1,5,10,10,7,0,0,P,true
5673695169,19,Female,A City,,,,,6,9,6,8,3,3,1,4,5,2,3,10,3,6,5,4,9,P,true
119246,19,Female,A City,,,,,3,0,10,10,0,0,5,4,2,1,3,8,5,6,8,0,0,I,true
216054078,20,Female,A small town or suburban area,Dog,,,,3,6,0,8,4,3,1,3,4,2,5,1,10,7,8,5,4,I,true
5851373937,24,Female,A City,,,Bird,Fish,9,10,10,2,0,0,4,5,3,1,2,9,5,8,8,0,0,F,true
1738154026,19,Female,A small town or suburban area,Dog,,,,6,2,2,6,4,0,3,4,5,2,1,8,6,10,3,5,10,I,true
6218199264,23,Female,A rural area,,,,,5,2,8,3,3,10,3,1,4,5,2,1,0,0,7,2,9,P,true
9695552554,25,Female,A small town or suburban area,Dog,Cat,,,2,10,2,10,5,8,5,4,1,3,2,1,10,1,2,4,4,I,true
3484768350,22,Male,A farm,,,,,3,7,8,0,4,0,5,2,3,1,4,0,2,3,10,5,8,F,true
1707596359,16,Female,A small town or suburban area,,,,,3,8,8,2,6,7,2,4,5,1,3,10,3,3,3,5,1,F,true
615532230,17,Male,A City,,,,,4,3,7,3,5,7,4,5,3,2,1,8,5,1,1,4,7,P,false
1868909476,25,Male,A City,,,,,7,6,4,8,4,8,5,4,3,2,1,1,0,6,1,3,3,P,true
7921817847,21,Female,A City,,Cat,,,5,1,4,6,5,7,1,5,4,2,3,0,5,6,4,6,3,P,true
4041960346,22,Male,A small town or suburban area,,,,Fish,6,10,8,6,4,3,5,4,3,2,1,5,9,2,9,4,10,I,true
5920266765,17,Female,A rural area,,,,,7,1,6,1,0,0,5,4,3,1,2,1,0,8,10,0,0,I,true
3691397230,16,Female,A City,,,,,4,7,8,4,0,0,4,5,3,2,1,1,8,6,6,0,0,F,true
5538821723,19,Female,A rural area,,Cat,,,10,3,5,10,3,5,1,3,4,5,2,1,4,1,9,4,9,F,true
5144513687,23,Male,A City,,,,,0,7,2,1,5,3,2,4,1,5,3,3,6,3,9,6,2,I,true
1362937469,20,Male,A rural area,,,,,7,4,9,5,4,10,4,2,5,1,3,1,10,3,2,3,9,I,true
670454646,17,Female,A small town or suburban area,,Cat,,,4,10,6,0,4,0,2,5,1,3,4,7,6,1,0,5,5,P,true
1267101373,21,Male,A City,Dog,Cat,Bird,,2,4,3,9,3,8,5,2,4,3,1,4,8,0,2,3,2,F,true
1882769274,24,Male,A small town or suburban area,Dog,Cat,,,3,1,8,4,5,1,4,3,5,2,1,6,2,0,4,6,10,P,true
7190511245,25,Male,A City,,,,,10,5,4,2,6,0,5,2,1,3,4,2,1,4,6,7,3,F,true
2552783875,19,Male,A farm,,,,,10,3,10,1,5,3,1,4,5,2,3,0,8,0,0,5,0,I,true
7010315251,19,Female,A small town or suburban area,,,,,6,7,2,8,5,1,3,5,2,4,1,4,0,0,4,5,3,P,true
5550958439,17,Female,A small town or suburban area,,,,,10,4,0,4,0,0,4,5,2,3,1,9,6,9,10,0,0,P,true
781765356,25,Female,A small town or suburban area,,Cat,Bird,,4,10,1,8,4,10,5,2,3,1,4,3,0,10,2,4,1,I,true
8020908068,18,Female,A City,Dog,Cat,Bird,Fish,10,8,9,1,4,1,5,3,1,2,4,3,7,6,1,4,0,F,true
